case,Pre Buyout Disclosure Declaration Date,date,amount,Unknown Amount,Other Consideration,tenants,address,zip,Supervisor District,neighborhood,lon,lat,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B163454,10/28/16,10/28/16,45000,,TRUE,2,1141 Church Street,94114,8,Noe Valley,-122.42746497465095,37.75264244257747,100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B151693,7/6/15,2/18/16,45000,,,1,4487 23rd Street,94114,8,Noe Valley,-122.44227794937704,37.752347353331096,100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B151072,,5/1/15,47500,,,2,510 Diamond Street,94114,8,Noe Valley,-122.4366654834912,37.754174770652476,100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B152475,,9/14/15,48400,,,1,3828 cesar chavez Street,94131,8,Noe Valley,-122.42546652953766,37.74784988373209,100,52,3,5,22,22,4,5,2,63,1,,,,52
B152987,10/27/15,1/12/16,48500,,TRUE,2,237 Jersey Street,94114,8,Noe Valley,-122.43041674204594,37.75066202719,100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B162345,7/14/16,9/2/16,50000,,TRUE,1,433 Elizabeth Street,94114,8,Noe Valley,-122.43048566121058,37.75226626847587,100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B183229,,11/28/18,50000,,,2,683 28th Street,94131,8,Noe Valley,-122.4374690954148,37.74460765637813,100,57,9,5,22,22,7,5,2,63,1,,,,57
B191307,6/11/19,8/30/19,50000,,,2,381 day Street,94131,8,Noe Valley,-122.43058108603798,37.74260808798076,100,84,9,5,22,22,7,5,2,63,1,,,,84
B162533,8/5/16,11/8/17,50908,,,1,714 Douglass Street,94114,8,Noe Valley,-122.43868660402502,37.75238599440878,100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B162531,8/5/16,11/6/17,51158,,,1,714 Douglass Street,94114,8,Noe Valley,-122.43868660402502,37.75238599440878,100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B163448,10/27/16,3/17/17,52833,,,2,730 Clipper Street,94114,8,Noe Valley,-122.4411127936185,37.74868248225207,100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B170183,1/31/17,5/26/17,53000,,TRUE,1,103 Hoffman Avenue,94114,8,Noe Valley,-122.44079355576183,37.75327379516745,100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B150597,3/17/15,12/11/15,54000,,,2,186 Valley Street,94131,8,Noe Valley,-122.42643281816518,37.74457722915001,100,84,9,5,22,22,7,5,2,63,1,,,,84
B172369,9/13/17,5/14/18,55845,,TRUE,1,1574 church Street,94131,8,Noe Valley,-122.42693897077432,37.745699830439634,100,84,9,5,22,22,7,5,2,63,1,,,,84
B181528,5/11/18,7/31/18,56000,,,2,196 27th Street,94110,8,Noe Valley,-122.42459479614219,37.74709992937841,100,84,9,5,22,22,7,5,2,"28,859",1,,,,84
B172370,9/13/17,5/14/18,63824,,TRUE,1,1574 church Street,94131,8,Noe Valley,-122.42693897077432,37.745699830439634,100,84,9,5,22,22,7,5,2,63,1,,,,84
B192451,9/24/19,12/16/19,65000,,TRUE,2,288 27th Street,94131,8,Noe Valley,-122.42669979107684,37.74697352427553,100,84,9,5,22,22,7,5,2,63,1,,,,84
B171574,6/19/17,6/9/17,67000,,,1,244 30th Street,94131,8,Noe Valley,-122.42528948996554,37.74223316388669,100,84,9,5,22,22,7,5,2,63,1,,,,84
B162667,8/18/16,12/13/16,70619,,,4,531 Alvarado Street,94114,8,Noe Valley,-122.43281249242365,37.75373101933126,100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B161969,6/9/16,6/9/16,74000,,,1,552 Jersey Street,94114,8,Noe Valley,-122.43739079356783,37.75034930211296,100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B172368,9/13/17,9/10/18,75000,,,2,1574 Church Street,94131,8,Noe Valley,-122.42693897077432,37.745699830439634,100,84,9,5,22,22,7,5,2,63,1,,,,84
B151542,6/22/15,9/1/15,75000,,TRUE,1,1473 Church Street,94131,8,Noe Valley,-122.42695413473288,37.747336664700015,100,84,9,5,22,22,7,5,2,63,1,,,,84
B172371,9/13/17,5/14/18,76931,,TRUE,1,1574 Church Street,94131,8,Noe Valley,-122.42693897077432,37.745699830439634,100,84,9,5,22,22,7,5,2,63,1,,,,84
B151193,5/13/15,9/15/15,80000,,,1,1192 Dolores Street,94114,8,Noe Valley,-122.42515641270411,37.75030925840371,100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B152524,9/17/15,11/30/15,80000,,,4,1060 church Street,94114,8,Noe Valley,-122.42772551833981,37.75392573098126,100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B172957,11/27/17,3/1/18,85000,,,2,732 Clipper Street,94114,8,Noe Valley,-122.44115456232856,37.7486807860827,100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B163546,11/2/16,4/17/17,88400,,,2,406 Hoffman Avenue,94114,8,Noe Valley,-122.4406844035178,37.75076256578306,100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B191308,6/11/19,9/30/19,91000,,,1,72 28th Street,94110,8,Noe Valley,-122.4238971102091,37.74553614978726,100,84,9,5,22,22,7,5,2,"28,859",1,,,,84
B182408,8/16/18,9/24/19,91000,,,1,3731 23RD Street,94114,8,Noe Valley,-122.42609392388896,37.75333375013895,100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B192450,9/24/19,12/16/19,95000,,TRUE,2,288 27th Street,94131,8,Noe Valley,-122.42669979107684,37.74697352427553,100,84,9,5,22,22,7,5,2,63,1,,,,84
B162977,9/21/16,2/16/17,96785,,TRUE,2,3936 26th Street,94114,8,Noe Valley,-122.42797577450216,37.748505417396615,100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B170433,,2/16/17,96785,,TRUE,2,3940 26th Street,94114,8,Noe Valley,-122.42806109361348,37.74850029309698,100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B161394,4/18/16,2/16/17,96785,,TRUE,1,3942 26th Street,94114,8,Noe Valley,-122.42810375316476,37.748497730924,100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B190897,4/25/19,10/2/19,100000,,TRUE,1,4352 24th Street,94114,8,Noe Valley,-122.43967784832329,37.75101612563614,100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B161592,5/11/16,1/9/17,100000,,,4,19 Chattanooga Street,94114,8,Noe Valley,-122.42670037595119,37.756245810487,100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B161085,3/15/16,12/6/16,107920,,,6,276 Day Street,94131,8,Noe Valley,-122.42829103433742,37.742856070711184,100,84,9,5,22,22,7,5,2,63,1,,,,84
B192057,8/19/19,11/5/19,130000,,,2,1477 Guerrero Street,94110,9,Noe Valley,-122.42230020108234,37.7475776191354,100,83,9,2,22,22,7,7,2,"28,859",1,,,,83
B191210,5/30/19,12/2/19,134640,,,4,511 Eureka Street,94114,8,Noe Valley,-122.43757326191273,37.75410341898846,100,84,3,5,22,22,4,5,2,"28,862",1,,,,84
B161590,5/11/16,2/2/18,140000,,,2,17 Chattanooga Street,94114,8,Noe Valley,-122.4267033144583,37.75627647253924,100,52,3,5,22,22,4,5,2,"28,862",1,,,,52
B161086,3/15/16,12/6/16,142517,,,6,276 Day Street,94131,8,Noe Valley,-122.42829103433742,37.742856070711184,100,84,9,5,22,22,7,5,2,63,1,,,,84
B172525,10/3/17,11/21/17,150000,,TRUE,1,728 Clipper Street,94114,8,Noe Valley,-122.44107102490658,37.74868417840663,100,51,3,5,22,22,4,5,2,"28,862",1,,,,51
B171935,7/28/17,9/15/17,185000,,TRUE,1,36 Amber Drive,94131,8,Noe Valley,-122.44416392589808,37.74614456561795,100,57,9,5,22,22,7,5,2,63,1,,,,57
B192956,10/28/19,12/18/19,200000,,,2,4044 Cesar Chavez Street,94131,8,Noe Valley,-122.430285805753,37.74756526057057,100,84,3,5,22,22,4,5,2,63,1,,,,84
B162294,,7/11/16,5000,,,2,9 Kramer Place,94133,3,North Beach,-122.40825673076627,37.80202872584125,100,106,6,3,23,23,1,10,3,308,1,,20,,106
B173044,12/8/17,2/26/18,10000,,,2,426 Broadway Street,94133,3,North Beach,-122.40432770894826,37.7982257876357,89.04,106,6,3,23,23,1,10,3,308,2,,,,106
B190458,2/25/19,4/26/19,11240,,TRUE,3,430 Green Street,94133,3,North Beach,-122.40638892023064,37.7998930107231,100,106,6,3,23,23,1,10,3,308,2,,,,106
B190463,2/27/19,6/18/19,13145,,,1,646 Lombard Street,94133,3,North Beach,-122.4121880895766,37.8029959371008,100,106,6,3,23,23,1,10,3,308,1,,,,106
B170554,3/6/17,5/31/17,17500,,,2,549 Chestnut Street,94133,3,North Beach,-122.41268235648401,37.803778856939964,100,106,6,3,23,23,1,10,3,308,1,,,,106
B162978,,9/21/16,19390,,TRUE,1,1860 Stockton Street,94133,3,North Beach,-122.4096199933273,37.802881773416374,100,106,6,3,23,23,1,10,3,308,1,,,,106
B150693,3/31/15,7/6/15,20000,,,2,233 Chestnut Street,94133,3,North Beach,-122.40730096318957,37.80441290605902,100,18,6,3,23,23,1,10,3,308,1,,,,18
B151044,4/29/15,6/8/16,22213,,TRUE,2,233 Chestnut Street,94133,3,North Beach,-122.40730096318957,37.80441290605902,100,18,6,3,23,23,1,10,3,308,1,,,,18
B153443,12/18/15,2/17/16,23000,,,2,426 Vallejo Street,94133,3,North Beach,-122.40453734677735,37.7991727710118,100,18,6,3,23,23,1,10,3,308,1,,,,18
B190746,4/1/19,6/11/19,24000,,,2,312 Francisco Street,94133,3,North Beach,-122.41039711406096,37.80512753221211,100,106,6,3,23,23,1,10,3,308,2,,,,106
B153247,11/19/15,2/1/16,26386,,TRUE,1,1026 Montgomery Street,94133,3,North Beach,-122.40386098693129,37.79850174605745,100,106,6,3,23,23,1,10,3,308,2,,,,106
B151129,5/7/15,6/29/15,27422,,,2,409 Vallejo Street,94133,3,North Beach,-122.40420895389163,37.799103360378076,100,106,6,3,23,23,1,10,3,308,2,,,,106
B192013,8/15/19,10/15/19,30000,,,2,46 Jasper Place,94133,3,North Beach,-122.40820148172155,37.80004983060211,100,106,6,3,23,23,1,10,3,308,2,,20,,106
B171928,7/27/17,9/20/17,30000,,,1,279 Filbert Street,94133,3,North Beach,-122.40422207622404,37.80196050950684,100,18,6,3,23,23,1,10,3,308,1,,,,18
B160835,3/2/16,7/1/16,41000,,,1,2065 Powell Street,94133,3,North Beach,-122.41159413357758,37.803628468816946,100,106,6,3,23,23,1,10,3,308,1,,,,106
B190884,4/22/19,9/6/19,46000,,,1,726 lombard Street,94133,3,North Beach,-122.41349878986483,37.80283252385029,100,106,6,3,23,23,1,10,3,308,1,,,,106
B163728,12/2/16,7/6/17,47310,,,1,1 Sonoma Street,94133,3,North Beach,-122.40630590763136,37.79987653068472,100,106,6,3,23,23,1,10,3,308,2,,,,106
B171986,8/2/17,11/13/17,50000,,,1,1216 Montgomery Street,94111,3,North Beach,-122.40423890438737,37.80038273688001,100,18,6,3,23,23,1,10,3,308,1,,,,18
B160838,3/2/16,7/11/16,52400,,,1,523 Chestnut Street,94133,3,North Beach,-122.41210794868489,37.803849602855834,100,106,6,3,23,23,1,10,3,308,1,,,,106
B153317,,11/30/15,55000,,,2,2029 Powell Street,94133,3,North Beach,-122.41152759016816,37.80330747885201,100,106,6,3,23,23,1,10,3,308,1,,,,106
B170243,2/7/17,12/4/19,60000,,,5,43 Brant Alley,94133,3,North Beach,-122.41022904683133,37.801885514514105,100,106,6,3,23,23,1,10,3,308,1,,20,,106
B181824,6/13/18,8/15/18,68000,,TRUE,1,427 Green Street,94133,3,North Beach,-122.4063066952698,37.799792159621944,100,106,6,3,23,23,1,10,3,308,2,,,,106
B161117,3/23/16,10/7/16,70000,,,1,433 Filbert Street,94133,3,North Beach,-122.40678604671264,37.80165150552185,100,18,6,3,23,23,1,10,3,308,2,,,,18
B171030,4/20/17,5/10/17,78092,,,1,2130 Mason Street,94133,3,North Beach,-122.41303908108735,37.80313798866266,100,106,6,3,23,23,1,10,3,308,1,,,,106
B182389,8/7/18,4/26/19,85000,,TRUE,2,578 Chestnut Street,94133,3,North Beach,-122.41283614974549,37.803871083409156,100,106,6,3,23,23,1,10,3,308,2,,,,106
B172950,11/21/17,2/23/18,90000,,TRUE,1,1846 Grant Avenue,94133,3,North Beach,-122.40820994430926,37.804040719180044,100,18,6,3,23,23,1,10,3,308,1,,,,18
B182445,8/17/18,6/21/19,92500,,TRUE,2,574 Chestnut Street,94133,3,North Beach,-122.41277497020825,37.80387861868992,100,106,6,3,23,23,1,10,3,308,2,,,,106
B190984,,4/26/19,150000,,TRUE,1,576 Chestnut Street,94133,3,North Beach,-122.41280555997842,37.80387485105352,100,106,6,3,23,23,1,10,3,308,2,,,,106
B192468,9/30/19,11/21/19,325000,,TRUE,1,267 Green Street,94133,3,North Beach,-122.40389704958977,37.80009583366876,100,18,6,3,23,23,1,10,3,308,1,,,,18
B160904,,3/8/16,550,,TRUE,1,926 Garfield Street,94132,11,Oceanview/Merced/Ingleside,-122.47101728030592,37.71970440424831,100,64,10,1,24,24,8,6,9,64,2,,,,64
B192975,11/5/19,1/14/20,9280,,TRUE,3,40 Niantic Avenue,94132,7,Oceanview/Merced/Ingleside,-122.46847066392648,37.70918244808277,100,65,10,8,24,24,8,4,9,64,2,,,,65
B191924,8/9/19,12/16/19,10000,,,1,169 Louisburg Street,94112,11,Oceanview/Merced/Ingleside,-122.44979809683879,37.720865910140915,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B191245,6/4/19,6/14/19,11900,,,1,119 Ramsell Street,94132,11,Oceanview/Merced/Ingleside,-122.4662658332573,37.71298281786324,100,65,10,1,24,24,8,6,9,64,2,,,,65
B180048,1/5/18,4/9/18,12000,,TRUE,1,630 Mount Vernon Avenue,94112,11,Oceanview/Merced/Ingleside,-122.4502404346999,37.71918354157726,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B153383,12/3/15,1/19/16,12500,,,2,343 Tara Street,94112,11,Oceanview/Merced/Ingleside,-122.45012327258063,37.718729886518226,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B181223,4/18/18,4/18/18,15000,,,3,2654 San Jose Avenue,94112,11,Oceanview/Merced/Ingleside,-122.45133736987425,37.715166134089856,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B162186,6/27/16,8/16/16,15000,,,2,137 Farallones Street,94112,11,Oceanview/Merced/Ingleside,-122.45719015627195,37.71401872748635,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B182502,8/20/18,11/15/18,16000,,,1,25 Saint Charles Avenue,94132,11,Oceanview/Merced/Ingleside,-122.46926357817105,37.7135087922525,100,65,10,1,24,24,8,6,9,64,2,,,,65
B171753,7/5/17,7/25/17,20000,,TRUE,1,331 Vernon Street,94132,11,Oceanview/Merced/Ingleside,-122.46812378523842,37.71846563885874,100,64,10,1,24,24,8,6,9,64,2,,,,64
B190882,4/22/19,7/17/19,20000,,,2,520 Orizaba Avenue,94112,11,Oceanview/Merced/Ingleside,-122.46258958072725,37.718614540341285,100,64,10,1,24,24,8,6,9,"28,861",2,,,,64
B173025,,11/14/17,23676,,TRUE,3,334 San Miguel Street,94112,11,Oceanview/Merced/Ingleside,-122.44879461887042,37.71943982761261,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B182417,8/15/18,11/14/18,25000,,,1,288 Thrift Street,94112,11,Oceanview/Merced/Ingleside,-122.46223326767931,37.717484972758726,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B183392,12/18/18,1/8/19,25000,,,1,205 Summit Street,94112,11,Oceanview/Merced/Ingleside,-122.45425560087158,37.71689888869137,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B170343,2/17/17,4/19/17,28000,,,2,78 Lee Avenue,94112,11,Oceanview/Merced/Ingleside,-122.45403696739578,37.719622416783146,100,64,10,1,24,24,8,6,9,"28,861",2,,,,64
B153261,11/20/15,11/20/15,29000,,TRUE,1,312 Monticello Street,94132,11,Oceanview/Merced/Ingleside,-122.4706999959615,37.71994066178623,100,64,10,1,24,24,8,6,9,64,2,,,,64
B163794,12/7/16,1/25/17,30000,,,5,137 Farallones Street,94112,11,Oceanview/Merced/Ingleside,-122.45719015627195,37.71401872748635,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B151255,,5/19/15,30000,,,1,130 Harold Avenue,94112,11,Oceanview/Merced/Ingleside,-122.45303924918412,37.7207238054007,100,64,10,1,24,24,8,6,9,"28,861",2,,,,64
B182643,9/17/18,11/9/18,35000,,TRUE,1,2577 San Jose Avenue,94112,11,Oceanview/Merced/Ingleside,-122.44927421589625,37.717435019085706,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B170247,2/8/17,6/19/17,35000,,,2,79 Kempton Avenue,94132,7,Oceanview/Merced/Ingleside,-122.46838213400117,37.7117380327754,100,65,10,8,24,24,8,4,9,64,2,,,,65
B171597,,6/16/17,37500,,,5,135 Farallones Street,94112,11,Oceanview/Merced/Ingleside,-122.45713310482716,37.714019138924776,100,81,10,1,24,24,8,6,9,"28,861",2,,,,81
B163164,9/26/16,9/26/16,38000,,,2,47 Brighton Avenue,94112,11,Oceanview/Merced/Ingleside,-122.45519700889136,37.71908936011869,100,64,10,1,24,24,8,6,9,"28,861",2,,,,64
B181619,5/23/18,7/16/18,39400,,TRUE,2,351 Vernon Street,94132,11,Oceanview/Merced/Ingleside,-122.4681267871035,37.71880427415167,100,64,10,1,24,24,8,6,9,64,2,,,,64
B172380,9/18/17,11/28/17,50000,,,2,318 Vernon Street,94132,11,Oceanview/Merced/Ingleside,-122.46798369512855,37.71826323113117,100,64,10,1,24,24,8,6,9,64,2,,,,64
B171839,,7/13/17,50000,,,1,79 Kempton Avenue,94132,7,Oceanview/Merced/Ingleside,-122.46838213400117,37.7117380327754,100,65,10,8,24,24,8,4,9,64,2,,,,65
B171698,6/30/17,10/16/17,55000,,,1,984 Randolph Street,94132,11,Oceanview/Merced/Ingleside,-122.47136616280984,37.714797020018736,100,65,10,1,24,24,8,6,9,64,2,,,,65
B192075,8/23/19,10/31/19,60000,,,3,406 Faxon Avenue,94112,7,Oceanview/Merced/Ingleside,-122.46016903347727,37.72199847902947,100,64,10,8,24,24,8,4,9,"28,861",2,,,,64
B170536,3/2/17,8/18/17,3000,,TRUE,1,1985 San Jose Avenue,94112,11,Outer Mission,-122.4427460972234,37.72528923946301,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B170533,3/2/17,8/18/17,3000,,TRUE,1,1985 San Jose Avenue,94112,11,Outer Mission,-122.4427460972234,37.72528923946301,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B170537,3/2/17,8/18/17,3000,,,1,1985 San Jose Avenue,94112,11,Outer Mission,-122.4427460972234,37.72528923946301,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B193322,12/26/19,12/26/19,4000,,TRUE,1,4960 Mission Street,94112,11,Outer Mission,-122.43908560416638,37.719198060729184,100,80,9,1,28,25,7,6,9,"28,861",2,,,,80
B170534,3/2/17,8/18/17,4200,,,1,1985 San Jose Avenue,94112,11,Outer Mission,-122.4427460972234,37.72528923946301,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B160263,1/26/16,1/27/16,5553,,,1,229 Ellington Avenue,94112,11,Outer Mission,-122.44463017853447,37.713784802499546,100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B181620,5/23/18,5/31/18,6000,,,2,170 whipple Avenue,94112,11,Outer Mission,-122.4490829931816,37.71195255255806,100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B152998,10/29/15,12/18/15,7000,,,2,43 Harrington Street,94112,11,Outer Mission,-122.43527425243175,37.72551557343719,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B182690,9/24/18,6/24/19,9000,,TRUE,1,961 Delano Avenue,94112,11,Outer Mission,-122.44703421678359,37.71692906119997,100,80,9,1,28,25,7,6,9,"28,861",2,,,,80
B180352,2/5/18,4/2/18,11516,,,1,773 Huron Avenue,94112,11,Outer Mission,-122.45043094140091,37.711324577700864,100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B183491,12/31/18,2/19/19,11938,,,6,657 Huron Avenue,94112,11,Outer Mission,-122.4488552683694,37.712561203988656,100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B170758,2/27/17,4/19/18,13620,,TRUE,1,1969 San Jose Avenue,94112,11,Outer Mission,-122.44249091123555,37.72559168894672,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B170756,2/27/17,4/19/18,15715,,,1,1969 San Jose Avenue,94112,11,Outer Mission,-122.44249091123555,37.72559168894672,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B160283,2/2/16,6/1/16,17500,,,2,257 Rome Street,94112,11,Outer Mission,-122.44709971551124,37.715329099524375,100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B151355,5/29/15,8/21/15,18000,,TRUE,4,22 De Long Street,94112,11,Outer Mission,-122.45838314228439,37.709730723623984,100,66,10,1,28,25,8,6,9,"28,861",2,,,,66
B161521,4/28/16,6/23/16,19000,,,3,55 Cayuga Avenue,94112,8,Outer Mission,-122.42989568112168,37.73137436441869,100,94,9,5,28,25,7,5,9,"28,861",1,,,,94
B160273,1/28/16,6/17/16,20000,,TRUE,2,76 Lyell Street,94112,8,Outer Mission,-122.43166897544424,37.731429924269605,100,94,9,5,28,25,7,5,9,"28,861",1,,,,94
B181609,5/18/18,11/6/18,20000,,,4,8 Navajo Avenue,94112,11,Outer Mission,-122.44319523903933,37.71954380297771,100,80,9,1,28,25,7,6,9,"28,861",2,,,,80
B171399,5/30/17,8/15/17,24000,,,1,177 Wilson Street,94112,11,Outer Mission,-122.46077978511363,37.70876187171589,100,66,10,1,28,25,8,6,9,"28,861",2,,,,66
B192358,9/18/19,1/7/20,25000,,,2,184 Onondaga Avenue,94112,11,Outer Mission,-122.44114258241115,37.72267318954352,100,80,9,1,28,25,7,6,9,"28,861",2,,,,80
B161383,,4/14/16,26597,,,5,42 Farragut Avenue,94112,11,Outer Mission,-122.4499992156781,37.710570509193076,100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B172199,8/29/17,1/17/18,32000,,,2,1252 Alemany Boulevard,94112,8,Outer Mission,-122.4320336401228,37.730450462630834,100,94,9,5,28,25,7,5,9,"28,861",1,,,,94
B181427,5/8/18,7/6/18,32000,,,1,948 Huron Avenue,94112,11,Outer Mission,-122.45262647347718,37.70975286813145,100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B183198,11/14/18,7/29/19,33500,,,2,4204 Mission Street,94112,11,Outer Mission,-122.43034369949845,37.72985474865112,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B190977,5/3/19,6/5/19,43000,,TRUE,3,137 Bertita Street,94112,11,Outer Mission,-122.43982388974662,37.71906634011517,100,80,9,1,28,25,7,6,9,"28,861",2,,,,80
B171869,7/24/17,10/16/17,45000,,,3,122 Milton Street,94112,8,Outer Mission,-122.42944595503236,37.73299542427451,100,93,9,5,28,25,7,5,9,"28,861",1,,,,93
B190978,5/3/19,6/25/19,45000,,TRUE,4,310 Delano Avenue,94112,11,Outer Mission,-122.44266102465164,37.724209666427676,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B183247,11/30/18,1/2/20,50000,,,4,4204 Mission Street,94112,11,Outer Mission,-122.43034369949845,37.72985474865112,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B181985,7/2/18,9/26/18,50240,,,4,399 Ellington Avenue,94112,11,Outer Mission,-122.4467472446383,37.71214014723746,100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B182409,,8/3/18,51286,,TRUE,1,1969 San Jose Avenue,94112,11,Outer Mission,-122.44249091123555,37.72559168894672,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B170755,2/27/17,8/3/18,55477,,TRUE,1,1969 SAn Jose Avenue,94112,11,Outer Mission,-122.44249091123555,37.72559168894672,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B170760,2/27/17,8/3/18,55477,,TRUE,1,1969 San Jose Avenue,94112,11,Outer Mission,-122.44249091123555,37.72559168894672,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B170757,2/27/17,8/3/18,55477,,TRUE,1,1969 San Jose Avenue,94112,11,Outer Mission,-122.44249091123555,37.72559168894672,100,94,9,1,28,25,7,6,9,"28,861",1,,,,94
B182771,10/4/18,10/12/18,60000,,,2,92 Ottawa Avenue,94112,11,Outer Mission,-122.44548338073089,37.715088317850096,100,80,9,1,28,25,7,6,9,"28,861",2,,,,80
B192438,9/19/19,10/4/19,60000,,,2,950 Cayuga Avenue,94112,11,Outer Mission,-122.4394089974956,37.72278879880781,100,80,9,1,28,25,7,6,9,"28,861",2,,,,80
B182060,7/12/18,10/26/18,70000,,,3,948 Huron Avenue,94112,11,Outer Mission,-122.45262647347718,37.70975286813145,100,66,9,1,28,25,7,6,9,"28,861",2,,,,66
B190881,,4/22/19,90000,,,3,325 Niagara Avenue,94112,11,Outer Mission,-122.44638329586974,37.71895348605182,100,80,9,1,28,25,7,6,9,"28,861",2,,,,80
B151450,,6/10/15,115000,,,2,4024 Mission Street,94112,8,Outer Mission,-122.4272167321003,37.732950847588924,100,93,9,5,28,25,7,5,9,"28,861",1,,,,93
B170436,2/27/17,4/21/17,4500,,,2,635 33rd Avenue,94121,1,Outer Richmond,-122.49320611465133,37.77711243297697,100,8,8,4,29,26,6,2,11,55,1,,,,8
B152318,8/28/15,10/21/15,5551,,,1,3031 Balboa Street,94121,1,Outer Richmond,-122.4912366798059,37.77594342134893,100,8,8,4,29,26,6,2,11,55,1,,,,8
B180041,,1/4/18,6286,,TRUE,1,692 15th Avenue,94118,1,Outer Richmond,-122.47351895198643,37.77509914722244,100,5,8,4,29,26,6,2,11,54,1,,,,5
B153005,11/2/15,12/24/15,8000,,,1,559 21st Avenue,94121,1,Outer Richmond,-122.48031355418166,37.777269773732314,100,8,8,4,29,26,6,2,11,55,1,,,,8
B182916,10/17/18,10/29/18,9000,,,1,706 30th Avenue,94121,1,Outer Richmond,-122.48974770664168,37.7759023367481,100,8,8,4,29,26,6,2,11,55,1,,,,8
B180207,1/25/18,3/19/18,9995,,,2,263 19th Avenue,94121,1,Outer Richmond,-122.47857661227137,37.78301033635672,100,8,8,4,29,26,6,2,11,55,2,,,,8
B152708,,9/16/15,10000,,,1,248 27th Avenue,94121,2,Outer Richmond,-122.48716397249825,37.78474311485321,100,2,8,6,29,26,6,1,11,55,2,,,,2
B181418,5/4/18,10/9/18,10000,,TRUE,1,790 46th Avenue,94121,1,Outer Richmond,-122.5067799373647,37.77361444763219,100,8,8,4,29,26,6,2,11,55,1,,,,8
B180913,3/23/18,6/18/18,10000,,,1,581 14th Avenue,94118,1,Outer Richmond,-122.47268170088356,37.77722264861348,100,5,8,4,29,26,6,2,11,54,1,,,,5
B172461,,9/28/17,11000,,TRUE,1,3425 Cabrillo Street,94121,1,Outer Richmond,-122.49532835822612,37.773884126688756,100,8,8,4,29,26,6,2,11,55,1,,,,8
B180252,1/29/18,3/5/18,11515,,,2,871 26th Avenue,94121,1,Outer Richmond,-122.48538471099593,37.77307973035425,100,8,8,4,29,26,6,2,11,55,1,,,,8
