case,Pre Buyout Disclosure Declaration Date,date,amount,Unknown Amount,Other Consideration,tenants,address,zip,Supervisor District,neighborhood,lon,lat,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B191533,7/9/19,11/21/19,80000,,,2,1927 22nd Avenue,94116,4,Sunset/Parkside,-122.479602987764,37.75171508375993,100,39,10,7,35,35,8,3,1,"29,491",1,,,,39
B182395,8/9/18,1/29/19,80800,,TRUE,3,1735 23rd Avenue,94122,4,Sunset/Parkside,-122.48092524143665,37.755255835782755,100,39,10,7,35,35,8,3,1,56,1,,,,39
B182646,9/19/18,6/3/19,88000,,,3,1227 40th Avenue,94122,4,Sunset/Parkside,-122.49980502333482,37.76392625263637,100,39,10,7,35,35,8,3,1,56,1,,,,39
B183327,12/10/18,1/4/19,125000,,TRUE,2,2395 29th Avenue,94116,4,Sunset/Parkside,-122.48649895080062,37.7427083801774,100,40,10,7,35,35,8,3,1,"29,491",1,,,,40
B160840,3/3/16,8/29/16,160000,,,1,2127 Lawton Street,94122,4,Sunset/Parkside,-122.48561644616727,37.75752619313426,100,39,10,7,35,35,8,3,1,56,1,,,,39
B182737,9/26/18,6/13/19,175000,,TRUE,2,1381 43rd Avenue,94122,4,Sunset/Parkside,-122.50282181686903,37.76094548158021,100,39,10,7,35,35,8,3,1,56,1,,,,39
B170929,4/5/17,5/26/17,0,,,2,1863 35th Avenue,94122,4,Sunset/Parkside,-122.4936193148512,37.75231795540742,100,39,10,7,35,35,8,3,1,56,1,,,,39
B192280,9/9/19,10/30/19,500,,,1,455 Eddy Street,94102,6,Tenderloin,-122.41514305157303,37.783560438676375,100,20,5,10,36,36,10,9,7,"28,852",2,1,,1,20
B181731,6/1/18,7/18/18,3000,,,1,493 Eddy Street,94102,6,Tenderloin,-122.4157411656425,37.78348457072498,100,20,5,10,36,36,10,9,7,"28,852",2,1,,1,20
B172085,8/15/17,10/19/17,11000,,,1,351 Turk Street,94102,6,Tenderloin,-122.41489177491115,37.78263844867933,100,20,5,10,36,36,10,9,7,"28,852",2,1,,1,20
B192195,9/6/19,11/15/19,20034,,TRUE,1,344 Ellis Street,94102,6,Tenderloin,-122.41190634083885,37.7850395984917,100,20,5,10,36,36,10,9,14,"28,852",2,1,,,20
B152253,,8/11/15,25000,,,1,540 Leavenworth Street,94102,6,Tenderloin,-122.41464045480336,37.78598387297184,100,20,5,10,36,36,10,9,13,"28,852",2,1,,,20
B190325,2/13/19,4/1/19,30000,,,1,56 Mason Street,94102,6,Tenderloin,-122.40915591543965,37.78387638561761,100,19,5,10,36,36,10,9,14,"28,852",2,1,,1,19
B170842,3/28/17,12/18/17,60000,,TRUE,1,120 Ellis Street,94102,3,Tenderloin,-122.40822013186153,37.78550718115183,100,19,5,3,36,36,10,10,14,"28,852",2,1,,,19
B170831,3/28/17,2/16/18,62250,,,1,120 Ellis Street,94102,3,Tenderloin,-122.40822013186153,37.78550718115183,100,19,5,3,36,36,10,10,14,"28,852",2,1,,,19
B170830,3/28/17,2/16/18,62250,,,2,120 Ellis Street,94102,3,Tenderloin,-122.40822013186153,37.78550718115183,100,19,5,3,36,36,10,10,14,"28,852",2,1,,,19
B181492,5/8/18,7/10/18,193750,,,1,56 Mason Street,94102,6,Tenderloin,-122.40915591543965,37.78387638561761,100,19,5,10,36,36,10,9,14,"28,852",2,1,,1,19
B181501,5/8/18,7/10/18,193750,,,1,56 Mason Street,94102,6,Tenderloin,-122.40915591543965,37.78387638561761,100,19,5,10,36,36,10,9,14,"28,852",2,1,,1,19
