period,airline,activity,count
201812,Air India Limited,Deplaned,7420
201812,KLM Royal Dutch Airlines,Enplaned,8346
201209,Virgin Atlantic,Deplaned,13767
201209,All Nippon Airways,Enplaned,7013
201211,Lufthansa German Airlines,Deplaned,20541
201502,Southwest Airlines,Enplaned,112533
201908,Southwest Airlines,Enplaned,151760
201008,Cathay Pacific,Enplaned,19082
201811,TACA,Deplaned,7459
201105,Lufthansa German Airlines,Deplaned,21945
201705,Southwest Airlines,Deplaned,159265
201909,French Bee,Deplaned,3248
201202,Cathay Pacific,Deplaned,16518
201201,EVA Airways,Enplaned,12675
201004,British Airways,Deplaned,13659
201212,China Airlines,Deplaned,9162
201707,Alaska Airlines,Deplaned,74207
201906,Cathay Pacific,Deplaned,24937
201907,Singapore Airlines,Deplaned,16925
201108,Philippine Airlines,Enplaned,7432
201406,JetBlue Airways,Enplaned,46480
201210,Air New Zealand,Deplaned,6477
201710,Singapore Airlines,Deplaned,11474
201707,Delta Air Lines,Deplaned,201552
201605,Korean Air Lines,Deplaned,9755
201108,AirTran Airways,Enplaned,27244
201803,Volaris Airlines,Enplaned,4228
201712,SAS Airlines,Enplaned,5695
201109,SkyWest Airlines,Deplaned,166989
201506,American Airlines,Deplaned,122821
201010,British Airways,Enplaned,18905
201409,All Nippon Airways,Deplaned,6778
201507,Delta Air Lines,Deplaned,186774
201409,Virgin Atlantic,Enplaned,10759
201202,Air France,Deplaned,6439
201507,Alaska Airlines,Deplaned,70470
201705,Sun Country Airlines,Deplaned,8071
201705,United Airlines,Thru / Transit,1357
201501,Philippine Airlines,Enplaned,11202
201005,Emirates,Enplaned,9276
201008,Air France,Enplaned,16401
201708,Qantas Airways,Deplaned,8616
201512,Philippine Airlines,Enplaned,13089
201309,Asiana Airlines,Deplaned,7544
201605,WestJet Airlines,Deplaned,6232
201502,Sun Country Airlines,Enplaned,3893
201602,Air Canada,Enplaned,25785
201801,WOW Air,Deplaned,4043
201908,Sun Country Airlines,Enplaned,17557
201701,Aeromexico,Enplaned,9907
201603,Emirates,Enplaned,11503
201602,Hawaiian Airlines,Deplaned,12633
201705,SAS Airlines,Enplaned,6763
201807,Volaris Airlines,Enplaned,2490
201810,Air India Limited,Deplaned,6682
201810,KLM Royal Dutch Airlines,Enplaned,13693
201502,SAS Airlines,Deplaned,4668
201801,Air New Zealand,Enplaned,9184
201908,SAS Airlines,Deplaned,7359
201009,Mesaba Airlines,Deplaned,5026
201905,TACA,Deplaned,8080
201906,Air China,Enplaned,13464
201208,Air France,Deplaned,21521
201310,Korean Air Lines,Enplaned,6663
201310,Servisair,Deplaned,75
201706,Aeromexico,Deplaned,13746
201011,Aeromexico,Enplaned,2990
201302,KLM Royal Dutch Airlines,Deplaned,5281
201510,Swiss International,Enplaned,6186
201110,US Airways,Deplaned,68725
201712,Sun Country Airlines,Deplaned,8989
201712,United Airlines,Thru / Transit,64
201907,Iberia,Enplaned,6014
201305,Swiss International,Deplaned,6372
201312,All Nippon Airways,Enplaned,6736
201709,Virgin Atlantic,Enplaned,14990
201104,JetBlue Airways,Enplaned,31835
201312,Virgin Atlantic,Deplaned,9830
201709,All Nippon Airways,Deplaned,7058
201007,United Airlines,Deplaned,78603
201209,Emirates,Deplaned,9308
201310,WestJet Airlines,Enplaned,5648
201604,American Airlines,Enplaned,174963
201506,Southwest Airlines,Thru / Transit,37
201808,SkyWest Airlines,Enplaned,162563
201012,United Airlines - Pre 07/01/2013,Thru / Transit,9625
201308,Singapore Airlines,Enplaned,15581
201009,Sun Country Airlines,Enplaned,3020
201903,Jazz Aviation,Deplaned,7810
201608,China Southern,Enplaned,5997
201711,China Southern,Enplaned,7111
201411,Swissport USA,Enplaned,234
201608,Japan Airlines,Enplaned,6201
201711,Japan Airlines,Enplaned,5656
201208,Cathay Pacific,Deplaned,20362
201410,Philippine Airlines,Enplaned,9944
201612,JetBlue Airways,Deplaned,60954
201804,Asiana Airlines,Enplaned,6686
201111,Delta Air Lines,Enplaned,112075
201410,AirTran Airways,Enplaned,3609
201509,Alaska Airlines,Deplaned,62259
201802,Philippine Airlines,Deplaned,9952
201303,United Airlines - Pre 07/01/2013,Thru / Transit,3547
201907,China Eastern,Deplaned,11038
201107,Alaska Airlines,Deplaned,43872
201805,Hawaiian Airlines,Enplaned,16530
201107,Delta Air Lines,Deplaned,148560
201403,JetBlue Airways,Deplaned,44450
201901,Horizon Air,Enplaned,11443
201710,China Eastern,Deplaned,8026
201801,Aer Lingus,Enplaned,4260
201111,Alaska Airlines,Enplaned,43563
201509,Delta Air Lines,Deplaned,142133
201001,SkyWest Airlines,Enplaned,115978
201610,JetBlue Airways,Enplaned,66152
201712,Southwest Airlines,Deplaned,156633
201802,Air Pacific Limited dba Fiji Airways,Enplaned,907
201701,Compass Airlines,Deplaned,24089
201506,United Airlines,Deplaned,826817
201005,Virgin Atlantic,Enplaned,10170
201007,Southwest Airlines,Thru / Transit,172
201005,All Nippon Airways,Deplaned,5901
201204,Asiana Airlines,Deplaned,7828
201009,Air Berlin,Deplaned,2357
201008,Air China,Deplaned,7823
201409,Emirates,Enplaned,9544
201011,Virgin America,Enplaned,111932
201202,Air China,Enplaned,6173
201504,US Airways,Deplaned,67887
201706,Virgin America,Deplaned,224620
201503,KLM Royal Dutch Airlines,Deplaned,6745
201108,United Airlines - Pre 07/01/2013,Enplaned,603492
201112,Japan Airlines,Enplaned,6281
201205,Air Canada,Deplaned,24473
201009,Southwest Airlines,Enplaned,125701
201308,EVA Airways,Deplaned,15527
201311,KLM Royal Dutch Airlines,Deplaned,6089
201411,SkyWest Airlines,Enplaned,150467
201506,Aer Lingus,Deplaned,7436
201111,Southwest Airlines,Deplaned,122593
201209,Singapore Airlines,Enplaned,13863
201901,British Airways,Deplaned,16577
201712,Alaska Airlines,Enplaned,69272
201811,Asiana Airlines,Enplaned,7909
201107,Air Berlin,Deplaned,3217
201409,EVA Airways,Enplaned,14980
201712,Delta Air Lines,Enplaned,133719
201602,Korean Air Lines,Enplaned,8803
201101,Swiss International,Enplaned,4619
201408,AirTran Airways,Deplaned,5699
201505,Philippine Airlines,Enplaned,11923
201803,SkyWest Airlines,Deplaned,176765
201007,Air New Zealand,Deplaned,5392
201408,Philippine Airlines,Deplaned,11735
201509,Southwest Airlines,Enplaned,148196
201308,Emirates,Deplaned,10393
201107,Southwest Airlines,Enplaned,133176
201310,Hawaiian Airlines,Deplaned,8230
201507,SAS Airlines,Deplaned,7665
201106,TACA,Enplaned,5944
201208,JetBlue Airways,Enplaned,49205
201812,French Bee,Thru / Transit,3861
201001,United Airlines - Pre 07/01/2013,Thru / Transit,8842
201404,TACA,Enplaned,4768
201707,SAS Airlines,Deplaned,7174
201306,Aeromexico,Enplaned,3542
201612,Cathay Pacific,Enplaned,22614
201709,China Eastern,Deplaned,9610
201009,Alaska Airlines,Deplaned,37518
201312,China Eastern,Enplaned,4814
201603,Singapore Airlines,Deplaned,11807
201801,United Airlines,Enplaned,756262
201009,Delta Air Lines,Deplaned,134115
201506,Etihad Airways,Deplaned,7290
201605,Air Canada,Deplaned,40047
201610,Cathay Pacific,Deplaned,16764
201702,Philippine Airlines,Deplaned,10180
201212,US Airways,Deplaned,64984
201909,El Al Israel Airlines LTD.,Deplaned,2206
201104,Air France,Deplaned,12705
201708,Compass Airlines,Deplaned,28180
201403,Cathay Pacific,Enplaned,16983
201201,Virgin Atlantic,Enplaned,7637
201303,SkyWest Airlines,Enplaned,185948
201508,Virgin America,Deplaned,198870
201201,All Nippon Airways,Deplaned,7871
201012,SkyWest Airlines,Enplaned,139687
201902,SkyWest Airlines,Deplaned,155231
201706,Qantas Airways,Enplaned,7232
201903,Air Canada,Enplaned,36248
201011,Qantas Airways,Deplaned,4427
201209,EVA Airways,Deplaned,10252
201306,Virgin America,Enplaned,181774
201111,Sun Country Airlines,Deplaned,3160
201206,Frontier Airlines,Enplaned,18362
201607,British Airways,Deplaned,21223
201309,TACA,Enplaned,4319
201211,Japan Airlines,Deplaned,5556
201509,Sun Country Airlines,Enplaned,7294
201107,Sun Country Airlines,Enplaned,5596
201007,LAN Peru,Deplaned,3400
201508,Aeromexico,Deplaned,12766
201105,Japan Airlines,Deplaned,4235
201409,Singapore Airlines,Deplaned,14398
201806,Compass Airlines,Deplaned,22413
201506,Air New Zealand,Deplaned,8812
201805,Korean Air Lines,Deplaned,14750
201210,American Airlines,Deplaned,128605
201603,EVA Airways,Enplaned,16590
201612,Air France,Enplaned,9752
201710,Virgin Atlantic,Enplaned,10367
201710,All Nippon Airways,Deplaned,7142
201107,Mesaba Airlines,Deplaned,9710
201703,British Airways,Enplaned,17926
201406,Air China,Enplaned,8284
201603,Turkish Airlines,Enplaned,8729
201906,ABC Aerolineas S.A. de C.V. dba Interjet,Enplaned,6487
201401,China Airlines,Deplaned,10878
201403,Air France,Enplaned,9154
201104,Cathay Pacific,Deplaned,21636
201510,"COPA Airlines, Inc.",Deplaned,3520
201809,Frontier Airlines,Deplaned,13130
201405,US Airways,Deplaned,77836
201412,KLM Royal Dutch Airlines,Enplaned,6447
201805,WestJet Airlines,Deplaned,10453
201610,Air France,Deplaned,15447
201907,Virgin Atlantic,Enplaned,11944
201907,All Nippon Airways,Deplaned,7643
201103,Lufthansa German Airlines,Deplaned,16993
201901,Air France,Deplaned,8431
201102,Virgin America,Enplaned,92544
201607,Cathay Pacific,Deplaned,22787
201608,SkyWest Airlines,Enplaned,169371
201711,SkyWest Airlines,Enplaned,154037
201506,Air Canada,Enplaned,47563
201605,Etihad Airways,Enplaned,5682
201904,Lufthansa German Airlines,Enplaned,19852
201110,Philippine Airlines,Deplaned,7065
201205,United Airlines,Enplaned,137045
201903,Air New Zealand,Deplaned,8990
201807,Lufthansa German Airlines,Deplaned,24243
201402,TACA,Deplaned,4809
201808,China Southern,Enplaned,10020
201110,AirTran Airways,Deplaned,16629
201602,American Airlines,Deplaned,156240
201304,Virgin America,Deplaned,159647
201808,Japan Airlines,Enplaned,6210
201812,Emirates,Deplaned,12015
201611,Aeromexico,Deplaned,11526
201302,Virgin Atlantic,Enplaned,6739
201606,TACA,Enplaned,5512
201302,All Nippon Airways,Deplaned,6546
201806,Swiss International,Deplaned,9594
201703,Cathay Pacific,Enplaned,18519
201801,Jazz Aviation,Enplaned,2193
201312,KLM Royal Dutch Airlines,Enplaned,6256
201709,Air India Limited,Enplaned,5621
201709,KLM Royal Dutch Airlines,Deplaned,14491
201104,British Airways,Deplaned,18189
201604,Hawaiian Airlines,Enplaned,15864
201810,Virgin Atlantic,Deplaned,12724
201909,TAP Air Portugal,Deplaned,4874
201810,All Nippon Airways,Enplaned,6705
201407,Emirates,Deplaned,9837
201605,Aer Lingus,Enplaned,7249
201708,Swiss International,Deplaned,9973
201410,US Airways,Enplaned,76849
201607,Air France,Deplaned,25573
201503,All Nippon Airways,Deplaned,7259
201903,Aer Lingus,Deplaned,7318
201007,Air Canada,Enplaned,38619
201503,Virgin Atlantic,Enplaned,9475
201811,French Bee,Deplaned,2597
201112,SkyWest Airlines,Enplaned,169293
201311,Virgin Atlantic,Enplaned,9471
201210,WestJet Airlines,Enplaned,6751
201311,All Nippon Airways,Deplaned,6244
201901,Cathay Pacific,Deplaned,28970
201909,TACA,Deplaned,7139
201502,Frontier Airlines,Enplaned,16475
201805,American Airlines,Enplaned,167080
201908,Frontier Airlines,Enplaned,27063
201005,KLM Royal Dutch Airlines,Deplaned,10611
201705,Frontier Airlines,Deplaned,31342
201208,Horizon Air,Enplaned,6145
201102,Aeromexico,Enplaned,2452
201605,Air New Zealand,Enplaned,8126
201703,Air France,Enplaned,9725
201210,Korean Air Lines,Enplaned,7096
201210,Servisair,Deplaned,57
201612,British Airways,Enplaned,17082
201001,Japan Airlines,Enplaned,6402
201907,XL Airways France,Deplaned,4378
201504,Philippine Airlines,Deplaned,11569
201511,Lufthansa German Airlines,Enplaned,17050
201610,British Airways,Deplaned,19972
201611,Virgin America,Deplaned,205035
201304,Aeromexico,Deplaned,3061
201412,China Eastern,Enplaned,5099
201701,"COPA Airlines, Inc.",Enplaned,6749
201403,British Airways,Enplaned,16168
201203,Virgin America,Enplaned,170797
201501,China Airlines,Enplaned,11307
201006,Frontier Airlines,Enplaned,17801
201208,British Airways,Deplaned,19324
201301,Virgin America,Enplaned,125872
201810,China Eastern,Enplaned,10000
201310,American Airlines,Deplaned,131190
201512,China Airlines,Enplaned,9747
201303,Japan Airlines,Enplaned,6112
201709,XL Airways France,Deplaned,2075
201201,KLM Royal Dutch Airlines,Deplaned,5881
201609,Asiana Airlines,Enplaned,6626
201407,Singapore Airlines,Enplaned,14627
201505,US Airways,Enplaned,77546
201704,Asiana Airlines,Enplaned,6588
201805,WOW Air,Deplaned,7020
201408,US Airways,Deplaned,83821
201207,Frontier Airlines,Deplaned,18697
201701,Swiss International,Deplaned,6135
201108,China Airlines,Enplaned,8660
201604,Korean Air Lines,Deplaned,9224
201403,Horizon Air,Deplaned,5098
201708,"COPA Airlines, Inc.",Enplaned,8031
201901,JetBlue Airways,Enplaned,55802
201803,Japan Airlines,Deplaned,6267
201809,SAS Airlines,Enplaned,6361
201307,TACA,Deplaned,6289
201205,Air New Zealand,Enplaned,5558
201803,China Southern,Deplaned,7919
201903,United Airlines,Deplaned,870014
201411,Japan Airlines,Enplaned,4111
201812,Singapore Airlines,Enplaned,15515
201102,Qantas Airways,Deplaned,3467
201212,Philippine Airlines,Deplaned,7241
201212,AirTran Airways,Deplaned,9397
201112,United Airlines - Pre 07/01/2013,Thru / Transit,9017
201109,Lufthansa German Airlines,Deplaned,23062
201507,Frontier Airlines,Enplaned,25986
201703,JetBlue Airways,Deplaned,61506
201806,"COPA Airlines, Inc.",Enplaned,11284
201601,TACA,Deplaned,6839
201412,All Nippon Airways,Enplaned,7206
201004,Air China,Enplaned,6638
201412,Virgin Atlantic,Deplaned,9439
201611,Qantas Airways,Enplaned,5945
201106,Mesa Airlines,Enplaned,5052
201906,Finnair,Deplaned,4532
201907,Air India Limited,Enplaned,9194
201907,KLM Royal Dutch Airlines,Deplaned,18215
201003,Lufthansa German Airlines,Deplaned,17483
201710,Air India Limited,Enplaned,5813
201710,KLM Royal Dutch Airlines,Deplaned,14973
201407,EVA Airways,Deplaned,18137
201801,Air Canada,Deplaned,34523
201605,United Airlines,Enplaned,814266
201810,Iberia,Deplaned,301
201211,SkyWest Airlines,Deplaned,168727
201607,JetBlue Airways,Enplaned,63366
201301,Aeromexico,Enplaned,3501
201010,Air China,Deplaned,7025
201203,Aeromexico,Enplaned,2658
201903,Southwest Airlines,Thru / Transit,81
201510,Compass Airlines,Enplaned,36651
201104,Horizon Air,Enplaned,6130
201105,SkyWest Airlines,Deplaned,149477
201205,LAN Peru,Enplaned,2800
201812,Turkish Airlines,Deplaned,9258
201009,Republic Airlines,Enplaned,4636
201012,Japan Airlines,Enplaned,6008
201902,Japan Airlines,Deplaned,6121
201905,El Al Israel Airlines LTD.,Deplaned,1533
201906,Hong Kong Airlines Limited,Enplaned,5408
201405,AirTran Airways,Deplaned,3869
201707,Frontier Airlines,Enplaned,29469
201902,China Southern,Deplaned,8042
201210,Hawaiian Airlines,Deplaned,8351
201405,Philippine Airlines,Deplaned,11986
201503,China Eastern,Deplaned,4864
201311,China Eastern,Deplaned,5565
201812,EVA Airways,Deplaned,22664
201107,Air China,Enplaned,6768
201407,China Airlines,Enplaned,9021
201907,Air Pacific Limited dba Fiji Airways,Enplaned,3291
201103,TACA,Deplaned,5283
201509,Air China,Enplaned,7125
201806,Korean Air Lines,Deplaned,16450
201705,JetBlue Airways,Deplaned,68539
201805,Compass Airlines,Deplaned,30112
201204,SkyWest Airlines,Enplaned,176753
201502,JetBlue Airways,Enplaned,46569
201908,JetBlue Airways,Enplaned,63203
201707,Air France,Deplaned,25807
201611,Southwest Airlines,Thru / Transit,21
201807,TACA,Deplaned,7305
201501,Singapore Airlines,Enplaned,12480
201904,TACA,Enplaned,7102
201111,Air China,Deplaned,7188
201710,Air Pacific Limited dba Fiji Airways,Enplaned,1615
201203,Air New Zealand,Enplaned,6121
201402,Lufthansa German Airlines,Deplaned,14536
201405,KLM Royal Dutch Airlines,Deplaned,11722
201412,US Airways,Enplaned,70214
201301,Air New Zealand,Enplaned,10184
201512,Singapore Airlines,Enplaned,13695
201008,Delta Air Lines,Enplaned,161132
201410,China Eastern,Enplaned,5038
201804,SkyWest Airlines,Deplaned,152226
201806,WestJet Airlines,Deplaned,10868
201406,Sun Country Airlines,Enplaned,7420
201606,Lufthansa German Airlines,Enplaned,23310
201102,United Airlines,Enplaned,47366
201202,Delta Air Lines,Deplaned,87815
201812,China Airlines,Enplaned,10160
201907,Philippine Airlines,Deplaned,18436
201207,Cathay Pacific,Enplaned,17580
201701,Hawaiian Airlines,Enplaned,14460
201802,China Eastern,Deplaned,8413
201710,Philippine Airlines,Deplaned,9438
201907,Icelandair EHF,Enplaned,3719
201006,Cathay Pacific,Deplaned,20533
201108,Singapore Airlines,Enplaned,13754
201205,Virgin America,Enplaned,169149
201202,Alaska Airlines,Deplaned,34118
201507,Air France,Deplaned,25195
201001,Asiana Airlines,Deplaned,5195
201008,Alaska Airlines,Enplaned,44667
201706,Air Canada,Enplaned,49673
201903,Qantas Airways,Enplaned,10559
201011,Air Canada,Deplaned,18570
201101,American Airlines,Deplaned,115419
201304,United Airlines,Deplaned,218562
201505,All Nippon Airways,Enplaned,7412
201512,Turkish Airlines,Deplaned,7947
201707,Cathay Pacific,Deplaned,22572
201505,Virgin Atlantic,Deplaned,13988
201906,Alaska Airlines,Deplaned,259404
201612,SAS Airlines,Enplaned,5445
201708,WestJet Airlines,Deplaned,12038
201210,Swiss International,Enplaned,6209
201602,Compass Airlines,Enplaned,20806
201605,Qantas Airways,Deplaned,7615
201808,Asiana Airlines,Deplaned,9250
201909,Lufthansa German Airlines,Deplaned,22447
201408,All Nippon Airways,Deplaned,7493
201408,Virgin Atlantic,Enplaned,10803
201205,Aeromexico,Enplaned,2973
201212,KLM Royal Dutch Airlines,Deplaned,5937
201403,SAS Airlines,Enplaned,4890
201512,EVA Airways,Deplaned,16584
201501,EVA Airways,Deplaned,17056
201610,SAS Airlines,Deplaned,7341
201203,LAN Peru,Enplaned,3046
201611,United Airlines,Deplaned,790834
201301,LAN Peru,Enplaned,1623
201809,Horizon Air,Deplaned,5660
201906,Delta Air Lines,Deplaned,217714
201708,Korean Air Lines,Deplaned,17022
201206,Horizon Air,Enplaned,5895
201207,Air France,Enplaned,18822
201604,"COPA Airlines, Inc.",Enplaned,3571
201702,All Nippon Airways,Deplaned,6264
201201,AirTran Airways,Deplaned,8735
201702,Virgin Atlantic,Enplaned,8374
201201,Philippine Airlines,Deplaned,12126
201810,Thomas Cook Airlines,Enplaned,2392
201406,Southwest Airlines,Enplaned,150135
201511,TACA,Enplaned,5266
201304,Southwest Airlines,Thru / Transit,455
201507,Cathay Pacific,Deplaned,22213
201006,Air France,Deplaned,13640
201908,Norwegian Air UK Ltd,Deplaned,7034
201108,EVA Airways,Deplaned,15169
201002,American Airlines,Deplaned,105641
201306,Air Canada,Deplaned,28919
201604,Swiss International,Deplaned,6103
201304,Air New Zealand,Deplaned,9384
201809,British Airways,Enplaned,20978
201903,Hong Kong Airlines Limited,Thru / Transit,323
201611,Etihad Airways,Deplaned,5303
201410,Virgin Atlantic,Deplaned,10597
201504,KLM Royal Dutch Airlines,Deplaned,10912
201410,All Nippon Airways,Enplaned,7132
201906,Southwest Airlines,Enplaned,149120
201806,Hawaiian Airlines,Enplaned,16364
201008,Mesaba Airlines,Enplaned,1829
201108,Emirates,Deplaned,9950
201311,US Airways,Deplaned,61604
201503,US Airways,Deplaned,65797
201507,JetBlue Airways,Enplaned,61774
201703,Frontier Airlines,Deplaned,20686
201802,All Nippon Airways,Deplaned,5900
201102,Air New Zealand,Enplaned,7846
201605,Aeromexico,Enplaned,10582
201802,Virgin Atlantic,Enplaned,7847
201202,Sun Country Airlines,Enplaned,1931
201705,Air France,Enplaned,16538
201203,United Airlines,Enplaned,71302
201406,Delta Air Lines,Deplaned,147514
201008,Sun Country Airlines,Deplaned,3950
201012,Asiana Airlines,Deplaned,4509
201301,United Airlines,Enplaned,202631
201902,Asiana Airlines,Enplaned,8217
201707,JetBlue Airways,Enplaned,68561
201502,Air France,Deplaned,6804
201908,Air France,Deplaned,24009
201307,Lufthansa German Airlines,Deplaned,26240
201512,Emirates,Deplaned,12382
201005,AirTran Airways,Deplaned,13360
201204,Swissport USA,Enplaned,183
201305,American Airlines,Enplaned,129206
201510,American Airlines,Deplaned,164031
201109,TACA,Deplaned,4450
201501,Emirates,Deplaned,13937
201005,Philippine Airlines,Deplaned,12434
201206,British Airways,Deplaned,18661
201607,Frontier Airlines,Enplaned,36661
201701,Korean Air Lines,Deplaned,10945
201405,XL Airways France,Deplaned,494
201406,Alaska Airlines,Deplaned,56917
201611,Aer Lingus,Deplaned,4432
201601,Lufthansa German Airlines,Deplaned,21315
201207,JetBlue Airways,Deplaned,48784
201704,Japan Airlines,Deplaned,6516
201712,Air China,Deplaned,9416
201312,AirTran Airways,Enplaned,3905
201304,LAN Peru,Deplaned,2619
201704,China Southern,Deplaned,8222
201709,Philippine Airlines,Deplaned,9405
201312,Philippine Airlines,Enplaned,11627
201209,United Airlines - Pre 07/01/2013,Enplaned,544905
201706,Jazz Aviation,Deplaned,3557
201003,TACA,Deplaned,3968
201310,Compass Airlines,Enplaned,28955
201702,China Eastern,Deplaned,7685
201609,Japan Airlines,Deplaned,6221
201906,Sun Country Airlines,Enplaned,16464
201303,Asiana Airlines,Deplaned,7079
201609,China Southern,Deplaned,6067
201006,JetBlue Airways,Enplaned,39314
201102,LAN Peru,Enplaned,2954
201009,Air China,Enplaned,6585
201709,Air Pacific Limited dba Fiji Airways,Enplaned,1695
201502,Cathay Pacific,Deplaned,15306
201611,Air New Zealand,Deplaned,7817
201908,Cathay Pacific,Deplaned,25166
201411,Asiana Airlines,Deplaned,7112
201903,Aeromexico,Deplaned,12592
201202,Southwest Airlines,Enplaned,104832
201811,SkyWest Airlines,Deplaned,184404
201008,Southwest Airlines,Deplaned,136740
201705,Cathay Pacific,Enplaned,19967
201708,Hawaiian Airlines,Enplaned,16157
201110,KLM Royal Dutch Airlines,Deplaned,11561
201505,China Eastern,Enplaned,5442
201302,US Airways,Deplaned,53698
201508,Air Canada,Enplaned,49015
201605,Virgin America,Enplaned,218645
201204,United Airlines - Pre 07/01/2013,Thru / Transit,6246
201901,Frontier Airlines,Enplaned,11607
201008,Air Berlin,Enplaned,2085
201408,China Eastern,Deplaned,6509
201803,Asiana Airlines,Enplaned,7757
201007,Virgin America,Deplaned,104181
201610,Frontier Airlines,Enplaned,37433
201809,Air France,Enplaned,20081
201010,Mesaba Airlines,Enplaned,1270
201403,Frontier Airlines,Deplaned,15423
201905,Lufthansa German Airlines,Deplaned,20544
201306,LAN Peru,Enplaned,2814
201209,China Airlines,Enplaned,7582
201504,China Eastern,Deplaned,5373
201804,Japan Airlines,Deplaned,6516
201510,WestJet Airlines,Enplaned,3595
201804,China Southern,Deplaned,8408
201305,WestJet Airlines,Deplaned,6798
201612,Frontier Airlines,Deplaned,23848
201805,"COPA Airlines, Inc.",Enplaned,9701
201412,Philippine Airlines,Enplaned,12992
201706,Southwest Airlines,Thru / Transit,139
201004,Mesaba Airlines,Deplaned,3995
201801,Qantas Airways,Deplaned,8024
201506,Aeromexico,Deplaned,9662
201101,Hawaiian Airlines,Deplaned,6851
201502,British Airways,Deplaned,15388
201508,Air New Zealand,Deplaned,8021
201908,British Airways,Deplaned,20368
201006,Horizon Air,Enplaned,10490
201112,Asiana Airlines,Deplaned,6735
201705,British Airways,Enplaned,20151
201708,WOW Air,Deplaned,8982
201310,Swiss International,Enplaned,6379
201401,EVA Airways,Enplaned,15209
201405,All Nippon Airways,Deplaned,6614
201405,Virgin Atlantic,Enplaned,10921
201010,Sun Country Airlines,Deplaned,2398
201510,Korean Air Lines,Enplaned,7526
201611,Air Canada,Enplaned,27484
201701,American Airlines,Enplaned,130991
201206,Air France,Deplaned,20728
201207,Horizon Air,Deplaned,5276
201204,Japan Airlines,Enplaned,4446
201603,China Airlines,Deplaned,9534
201305,Korean Air Lines,Deplaned,6213
201104,Frontier Airlines,Enplaned,17011
201709,Thomas Cook Airlines,Deplaned,2256
201809,Cathay Pacific,Enplaned,16356
201506,Virgin America,Deplaned,177328
201409,China Airlines,Deplaned,7979
201508,Etihad Airways,Deplaned,9582
201102,Air Canada,Deplaned,17810
201806,WOW Air,Deplaned,8989
201306,Air New Zealand,Enplaned,9441
201004,Southwest Airlines,Enplaned,114210
201602,"COPA Airlines, Inc.",Deplaned,3263
201702,Air India Limited,Enplaned,4415
201702,KLM Royal Dutch Airlines,Deplaned,7148
201706,United Airlines,Deplaned,995543
201011,United Airlines,Enplaned,58385
201304,Air Canada,Enplaned,21283
201103,Mesa Airlines,Deplaned,4650
201212,All Nippon Airways,Deplaned,6870
201401,Singapore Airlines,Deplaned,16020
201902,French Bee,Deplaned,2395
201212,Virgin Atlantic,Enplaned,8882
201002,Hawaiian Airlines,Deplaned,6001
201007,Aeromexico,Deplaned,3054
201010,Air Berlin,Enplaned,1689
201201,US Airways,Deplaned,53668
201608,Asiana Airlines,Deplaned,8934
201711,Asiana Airlines,Deplaned,8026
201505,KLM Royal Dutch Airlines,Enplaned,11745
201206,Cathay Pacific,Deplaned,20405
201010,Southwest Airlines,Deplaned,137622
201508,Aer Lingus,Deplaned,7893
201604,Compass Airlines,Deplaned,26977
201008,Republic Airlines,Deplaned,6307
201408,KLM Royal Dutch Airlines,Deplaned,12468
201706,Etihad Airways,Deplaned,2807
201004,Alaska Airlines,Deplaned,35082
201707,British Airways,Deplaned,22286
201211,Asiana Airlines,Enplaned,7725
201105,Asiana Airlines,Enplaned,6573
201806,American Airlines,Enplaned,182380
201808,French Bee,Enplaned,3847
201206,JetBlue Airways,Enplaned,46766
201801,Virgin America,Enplaned,206034
201311,AirTran Airways,Deplaned,3924
201004,Delta Air Lines,Deplaned,117427
201311,Philippine Airlines,Deplaned,8765
201405,China Eastern,Deplaned,6297
201503,Philippine Airlines,Deplaned,10508
201508,United Airlines,Deplaned,889687
201504,All Nippon Airways,Deplaned,6777
201510,Hawaiian Airlines,Deplaned,13620
201410,KLM Royal Dutch Airlines,Enplaned,10433
201504,Virgin Atlantic,Enplaned,12478
201907,Thomas Cook Airlines,Deplaned,3860
201901,SAS Airlines,Deplaned,5765
201308,China Airlines,Enplaned,9951
201010,Alaska Airlines,Enplaned,39365
201809,JetBlue Airways,Deplaned,60583
201106,Lufthansa German Airlines,Enplaned,24109
201802,Air India Limited,Enplaned,5056
201802,KLM Royal Dutch Airlines,Deplaned,7517
201011,LAN Peru,Enplaned,3310
201305,Hawaiian Airlines,Enplaned,8542
201404,Lufthansa German Airlines,Enplaned,16868
201003,Mesa Airlines,Deplaned,10899
201507,British Airways,Deplaned,22772
201602,Swiss International,Enplaned,4564
201706,Aer Lingus,Deplaned,7722
201007,Qantas Airways,Enplaned,5254
201010,Delta Air Lines,Enplaned,141514
201101,Korean Air Lines,Enplaned,4479
201101,Servisair,Deplaned,40
201710,Thomas Cook Airlines,Deplaned,1985
201005,US Airways,Deplaned,56729
201110,Virgin Atlantic,Enplaned,10613
201110,All Nippon Airways,Deplaned,6600
201611,Jazz Aviation,Deplaned,1921
201703,SAS Airlines,Enplaned,5755
201312,US Airways,Enplaned,70738
201810,Air Pacific Limited dba Fiji Airways,Deplaned,1578
201203,Air Canada,Deplaned,17784
201309,Lufthansa German Airlines,Enplaned,23227
201301,Air Canada,Deplaned,17727
201401,Emirates,Enplaned,9743
201508,Southwest Airlines,Thru / Transit,44
